transaction_id,appointment_id,subtotal,discount,tax,tip,total,payment_method,estimated_service_cost
4634,5101,28.0,0,2.31,4.59,34.9,Cash,5.5
4635,5102,45.0,5,3.31,7.3,50.61,Cash,8.5
4636,5103,65.0,10,4.55,9.88,69.43,Cash,14.0
4637,5104,48.0,10,3.14,0.9,42.04,Debit Card,10.0
4638,5105,83.0,0,6.86,12.52,102.38,Credit Card,16.0
4639,5106,60.0,5,4.55,13.23,72.78,Credit Card,11.5
4640,5107,70.0,10,4.96,12.92,77.88,Debit Card,14.0
4641,5110,48.0,10,3.14,5.1,46.24,Debit Card,10.0
4642,5112,60.0,10,4.13,9.59,63.72,Debit Card,11.5
4643,5113,48.0,10,3.14,6.92,48.06,Gift Card,10.0
4644,5114,38.0,0,3.14,3.32,44.46,Debit Card,7.5
4645,5116,45.0,0,3.72,12.91,61.63,Cash,8.5
4646,5117,93.0,10,6.86,16.23,106.09,Credit Card,18.0
4647,5118,83.0,10,6.03,14.09,93.12,Debit Card,16.5
4648,5119,87.0,0,7.19,23.46,117.65,Cash,18.0
4649,5120,87.0,5,6.78,9.21,97.99,Credit Card,18.0
4650,5121,58.0,0,4.79,12.23,75.02,Debit Card,12.0
4651,5122,45.0,0,3.72,8.96,57.68,Credit Card,8.5
4652,5123,45.0,0,3.72,12.57,61.29,Credit Card,8.5
4653,5124,82.0,0,6.78,15.13,103.91,Debit Card,16.5
4654,5125,72.0,0,5.95,18.19,96.14,Gift Card,15.0
4655,5126,65.0,10,4.55,17.76,77.31,Credit Card,14.0
4656,5127,48.0,10,3.14,4.85,45.99,Credit Card,9.0
4657,5128,65.0,0,5.37,13.69,84.06,Credit Card,14.0
4658,5129,48.0,0,3.97,0,51.97,Debit Card,10.0
4659,5130,83.0,0,6.86,12.4,102.26,Credit Card,16.5
4660,5131,48.0,5,3.55,11.32,57.87,Debit Card,10.0
4661,5132,38.0,0,3.14,5.5,46.64,Credit Card,7.5
4662,5133,53.0,0,4.38,9.88,67.26,Credit Card,10.5
4663,5134,83.0,0,6.86,12.33,102.19,Credit Card,16.0
4664,5135,65.0,0,5.37,20.61,90.98,Cash,14.0
4665,5136,45.0,0,3.72,1.07,49.79,Debit Card,8.5
4666,5137,45.0,0,3.72,4.72,53.44,Cash,8.5
4667,5138,57.0,10,3.88,9.91,60.79,Cash,10.5
4668,5139,38.0,0,3.14,5.56,46.7,Cash,7.5
4669,5140,60.0,0,4.96,8.85,73.81,Credit Card,11.5
4670,5141,55.0,10,3.72,2.01,50.73,Credit Card,11.0
4671,5142,45.0,0,3.72,8.27,56.99,Credit Card,8.5
4672,5143,55.0,0,4.55,9.09,68.64,Debit Card,11.0
4673,5144,28.0,0,2.31,2.31,32.62,Debit Card,5.5
4674,5145,45.0,0,3.72,14.48,63.2,Debit Card,8.5
4675,5146,72.0,0,5.95,14.36,92.31,Cash,15.0
4676,5147,45.0,0,3.72,7.53,56.25,Debit Card,8.5
4677,5148,48.0,0,3.97,9.53,61.5,Credit Card,10.0
4678,5149,45.0,0,3.72,8.53,57.25,Cash,8.5
4679,5150,58.0,5,4.38,10.45,67.83,Credit Card,12.0
4680,5151,113.0,0,9.34,22.36,144.7,Credit Card,22.5
4681,5152,45.0,5,3.31,3.67,46.98,Debit Card,8.5
4682,5153,60.0,0,4.96,12.32,77.28,Cash,11.5
4683,5154,108.0,0,8.93,27.09,144.02,Credit Card,22.5
4684,5155,48.0,0,3.97,0,51.97,Gift Card,10.0
4685,5156,65.0,0,5.37,13.56,83.93,Debit Card,14.0
4686,5157,57.0,0,4.71,10.53,72.24,Credit Card,10.5
4687,5158,100.0,0,8.27,18.46,126.73,Credit Card,19.5
4688,5159,38.0,0,3.14,0,41.14,Credit Card,7.5
4689,5161,68.0,0,5.62,9.02,82.64,Cash,13.5
4690,5162,48.0,0,3.97,7.0,58.97,Debit Card,10.0
4691,5163,48.0,0,3.97,7.17,59.14,Debit Card,10.0
4692,5164,58.0,10,3.97,10.77,62.74,Credit Card,12.0
4693,5165,45.0,0,3.72,5.8,54.52,Credit Card,8.5
4694,5166,55.0,0,4.55,8.19,67.74,Credit Card,10.0
4695,5167,108.0,0,8.93,20.44,137.37,Cash,22.5
4696,5168,38.0,0,3.14,0.21,41.35,Credit Card,7.5
4697,5169,48.0,0,3.97,7.3,59.27,Credit Card,10.0
4698,5170,60.0,0,4.96,11.87,76.83,Credit Card,11.5
4699,5171,38.0,0,3.14,8.1,49.24,Credit Card,7.5
4700,5172,103.0,0,8.51,17.65,129.16,Debit Card,21.0
4701,5173,22.0,0,1.82,14.36,38.18,Credit Card,4.0
4702,5174,65.0,10,4.55,17.43,76.98,Credit Card,14.0
4703,5175,48.0,0,3.97,17.32,69.29,Credit Card,9.0
4704,5176,38.0,0,3.14,12.02,53.16,Credit Card,7.5
4705,5177,55.0,5,4.13,6.96,61.09,Credit Card,11.0
4706,5178,45.0,0,3.72,6.5,55.22,Credit Card,8.5
4707,5179,38.0,0,3.14,8.64,49.78,Debit Card,7.5
4708,5180,55.0,0,4.55,15.73,75.28,Credit Card,11.0
4709,5181,55.0,5,4.13,10.29,64.42,Cash,11.0
4710,5182,73.0,0,6.03,11.17,90.2,Debit Card,15.0
4711,5183,45.0,0,3.72,10.31,59.03,Credit Card,8.5
4712,5186,45.0,0,3.72,5.35,54.07,Credit Card,8.5
4713,5187,55.0,0,4.55,7.65,67.2,Credit Card,11.0
4714,5188,115.0,0,9.5,21.94,146.44,Credit Card,22.5
4715,5189,45.0,5,3.31,5.37,48.68,Debit Card,8.5
4716,5190,77.0,0,6.36,14.65,98.01,Cash,16.0
4717,5192,58.0,0,4.79,6.59,69.38,Credit Card,11.5
4718,5193,55.0,0,4.55,17.07,76.62,Gift Card,11.0
4719,5194,60.0,0,4.96,11.77,76.73,Debit Card,11.5
4720,5195,55.0,5,4.13,8.08,62.21,Debit Card,11.0
4721,5196,45.0,0,3.72,10.67,59.39,Cash,8.5
4722,5198,53.0,0,4.38,3.85,61.23,Debit Card,10.5
4723,5199,38.0,0,3.14,4.63,45.77,Debit Card,7.0
4724,5200,58.0,0,4.79,5.71,68.5,Credit Card,12.0
4725,5201,45.0,0,3.72,1.37,50.09,Credit Card,8.5
4726,5204,45.0,0,3.72,15.01,63.73,Credit Card,8.5
4727,5205,48.0,0,3.97,13.81,65.78,Debit Card,10.0
4728,5207,72.0,0,5.95,4.79,82.74,Credit Card,15.0
4729,5208,58.0,0,4.79,13.71,76.5,Debit Card,12.0
4730,5209,45.0,0,3.72,0.31,49.03,Credit Card,8.5
4731,5210,48.0,0,3.97,10.82,62.79,Credit Card,10.0
4732,5211,67.0,0,5.54,8.97,81.51,Cash,13.0
4733,5212,65.0,0,5.37,8.5,78.87,Debit Card,14.0
4734,5214,48.0,0,3.97,5.59,57.56,Credit Card,10.0
4735,5215,38.0,0,3.14,0,41.14,Credit Card,7.5
4736,5216,38.0,0,3.14,5.1,46.24,Credit Card,7.5
4737,5217,84.0,0,6.94,10.62,101.56,Debit Card,17.0
4738,5218,43.0,0,3.55,3.0,49.55,Debit Card,8.5
4739,5219,48.0,0,3.97,9.88,61.85,Cash,10.0
4740,5221,55.0,10,3.72,3.64,52.36,Cash,11.0
4741,5222,93.0,0,7.69,21.61,122.3,Gift Card,17.5
4742,5223,45.0,10,2.89,3.06,40.95,Credit Card,8.5
4743,5224,48.0,0,3.97,0.48,52.45,Credit Card,10.0
4744,5225,28.0,0,2.31,4.4,34.71,Cash,5.5
4745,5226,60.0,0,4.96,5.69,70.65,Cash,12.0
4746,5227,72.0,5,5.54,7.13,79.67,Debit Card,15.0
4747,5228,38.0,0,3.14,8.12,49.26,Debit Card,7.5
4748,5229,38.0,0,3.14,11.37,52.51,Debit Card,7.5
4749,5230,45.0,5,3.31,9.32,52.63,Credit Card,8.5
4750,5231,48.0,0,3.97,9.07,61.04,Credit Card,10.0
4751,5232,58.0,0,4.79,12.91,75.7,Debit Card,12.0
4752,5233,45.0,0,3.72,10.91,59.63,Debit Card,8.5
4753,5235,38.0,0,3.14,0,41.14,Debit Card,7.5
4754,5236,73.0,0,6.03,3.74,82.77,Cash,15.0
4755,5237,38.0,0,3.14,14.36,55.5,Credit Card,7.5
4756,5238,50.0,0,4.13,5.68,59.81,Cash,9.5
4757,5239,48.0,5,3.55,4.7,51.25,Cash,10.0
4758,5240,58.0,0,4.79,17.44,80.23,Credit Card,12.0
4759,5241,50.0,0,4.13,7.3,61.43,Cash,9.5
4760,5242,45.0,0,3.72,8.13,56.85,Debit Card,8.5
4761,5243,55.0,5,4.13,9.8,63.93,Debit Card,11.0
4762,5244,38.0,0,3.14,11.45,52.59,Credit Card,7.0
4763,5245,22.0,0,1.82,3.94,27.76,Debit Card,4.0
4764,5246,28.0,0,2.31,4.23,34.54,Cash,5.5
4765,5247,65.0,5,4.96,5.84,70.8,Cash,14.0
4766,5248,65.0,5,4.96,11.35,76.31,Credit Card,14.0
4767,5249,38.0,0,3.14,6.53,47.67,Credit Card,7.0
4768,5250,38.0,0,3.14,9.6,50.74,Credit Card,7.5
4769,5251,45.0,0,3.72,7.41,56.13,Debit Card,8.5
4770,5252,38.0,0,3.14,5.09,46.23,Cash,7.5
4771,5253,48.0,10,3.14,9.91,51.05,Debit Card,10.0
4772,5255,63.0,0,5.21,16.13,84.34,Credit Card,13.0
4773,5256,55.0,0,4.55,4.78,64.33,Debit Card,10.0
4774,5257,53.0,10,3.55,5.02,51.57,Debit Card,10.5
4775,5258,65.0,0,5.37,10.27,80.64,Credit Card,14.0
4776,5259,50.0,5,3.72,13.69,62.41,Debit Card,9.5
4777,5260,50.0,0,4.13,12.55,66.68,Credit Card,9.5
4778,5261,87.0,0,7.19,12.37,106.56,Credit Card,18.0
4779,5262,38.0,0,3.14,9.24,50.38,Credit Card,7.5
4780,5263,38.0,0,3.14,10.5,51.64,Credit Card,7.5
4781,5264,28.0,0,2.31,0.77,31.08,Credit Card,5.5
4782,5265,55.0,10,3.72,3.54,52.26,Credit Card,11.0
4783,5266,60.0,0,4.96,7.91,72.87,Credit Card,12.0
4784,5267,45.0,0,3.72,7.16,55.88,Gift Card,8.5
4785,5268,45.0,0,3.72,6.49,55.21,Credit Card,8.5
4786,5269,55.0,0,4.55,7.89,67.44,Credit Card,11.0
4787,5270,48.0,0,3.97,8.24,60.21,Credit Card,10.0
4788,5271,48.0,0,3.97,7.2,59.17,Credit Card,10.0
4789,5272,55.0,0,4.55,12.76,72.31,Debit Card,11.0
4790,5273,65.0,5,4.96,14.69,79.65,Cash,14.0
4791,5274,48.0,0,3.97,9.56,61.53,Credit Card,10.0
4792,5275,45.0,0,3.72,0,48.72,Debit Card,8.5
4793,5276,45.0,0,3.72,7.1,55.82,Debit Card,8.5
4794,5277,65.0,0,5.37,14.68,85.05,Debit Card,14.0
4795,5278,45.0,0,3.72,7.96,56.68,Credit Card,8.5
4796,5279,87.0,0,7.19,18.9,113.09,Credit Card,18.0
4797,5280,45.0,5,3.31,5.38,48.69,Debit Card,8.5
4798,5281,38.0,0,3.14,6.04,47.18,Credit Card,7.5
4799,5283,72.0,0,5.95,7.83,85.78,Debit Card,15.0
4800,5284,38.0,0,3.14,5.26,46.4,Credit Card,7.5
4801,5285,22.0,0,1.82,2.06,25.88,Gift Card,4.0
4802,5286,60.0,0,4.96,15.32,80.28,Credit Card,11.5
4803,5287,55.0,10,3.72,10.55,59.27,Credit Card,11.0
4804,5288,72.0,5,5.54,9.31,81.85,Credit Card,15.0
4805,5289,72.0,10,5.12,9.46,76.58,Credit Card,15.0
4806,5290,34.0,0,2.81,9.64,46.45,Debit Card,6.0
4807,5291,65.0,0,5.37,4.61,74.98,Debit Card,14.0
4808,5292,38.0,0,3.14,7.73,48.87,Credit Card,7.5
4809,5293,72.0,0,5.95,18.97,96.92,Debit Card,15.0
4810,5294,55.0,0,4.55,10.41,69.96,Credit Card,10.0
4811,5295,110.0,0,9.09,11.63,130.72,Debit Card,22.5
4812,5298,57.0,0,4.71,8.39,70.1,Credit Card,10.5
4813,5299,38.0,0,3.14,4.39,45.53,Credit Card,7.0
4814,5300,110.0,10,8.27,15.88,124.15,Debit Card,22.5
4815,5301,45.0,0,3.72,4.02,52.74,Cash,8.5
4816,5302,53.0,10,3.55,8.82,55.37,Debit Card,10.5
4817,5303,73.0,0,6.03,15.92,94.95,Cash,15.0
4818,5304,38.0,0,3.14,14.65,55.79,Cash,7.0
4819,5305,45.0,0,3.72,13.59,62.31,Debit Card,8.5
4820,5306,38.0,0,3.14,11.15,52.29,Credit Card,7.5
4821,5308,115.0,5,9.09,20.26,139.35,Debit Card,22.5
4822,5309,72.0,0,5.95,18.58,96.53,Credit Card,15.0
4823,5310,45.0,5,3.31,10.34,53.65,Credit Card,8.5
4824,5311,45.0,0,3.72,12.16,60.88,Debit Card,8.5
4825,5312,60.0,5,4.55,7.36,66.91,Credit Card,11.5
4826,5313,45.0,0,3.72,8.25,56.97,Debit Card,8.5
4827,5314,45.0,0,3.72,6.51,55.23,Debit Card,8.5
4828,5315,70.0,0,5.79,5.83,81.62,Debit Card,14.0
4829,5316,45.0,5,3.31,1.8,45.11,Cash,8.5
4830,5317,38.0,0,3.14,9.74,50.88,Credit Card,7.5
4831,5318,48.0,5,3.55,12.42,58.97,Cash,9.0
4832,5319,53.0,0,4.38,12.68,70.06,Credit Card,10.5
4833,5320,65.0,5,4.96,11.79,76.75,Cash,14.0
4834,5321,38.0,0,3.14,0,41.14,Debit Card,7.5
4835,5322,65.0,0,5.37,9.31,79.68,Cash,12.5
4836,5323,55.0,0,4.55,8.98,68.53,Credit Card,11.0
4837,5324,45.0,0,3.72,10.29,59.01,Debit Card,8.5
4838,5325,38.0,0,3.14,9.24,50.38,Credit Card,7.5
4839,5326,100.0,0,8.27,24.57,132.84,Debit Card,19.5
4840,5327,63.0,0,5.21,11.54,79.75,Debit Card,13.0
4841,5328,38.0,0,3.14,8.16,49.3,Debit Card,7.5
4842,5329,65.0,0,5.37,11.15,81.52,Debit Card,14.0
4843,5330,45.0,0,3.72,19.96,68.68,Credit Card,8.5
4844,5331,48.0,10,3.14,2.82,43.96,Credit Card,10.0
4845,5332,72.0,5,5.54,9.83,82.37,Debit Card,15.0
4846,5333,58.0,0,4.79,11.88,74.67,Debit Card,11.5
4847,5334,45.0,0,3.72,12.43,61.15,Credit Card,8.5
4848,5335,65.0,0,5.37,16.41,86.78,Cash,12.5
4849,5336,65.0,0,5.37,10.09,80.46,Credit Card,12.5
4850,5337,53.0,5,3.97,13.29,65.26,Credit Card,10.5
4851,5338,108.0,10,8.1,23.89,129.99,Debit Card,21.5
4852,5339,55.0,5,4.13,10.13,64.26,Credit Card,11.0
4853,5340,72.0,0,5.95,7.22,85.17,Credit Card,15.0
4854,5341,55.0,10,3.72,14.77,63.49,Credit Card,10.0
4855,5344,45.0,0,3.72,10.87,59.59,Debit Card,8.5
4856,5345,55.0,5,4.13,4.66,58.79,Cash,10.0
4857,5346,48.0,0,3.97,4.21,56.18,Credit Card,10.0
4858,5347,48.0,0,3.97,10.98,62.95,Debit Card,9.0
4859,5348,38.0,0,3.14,11.2,52.34,Credit Card,7.5
4860,5349,60.0,0,4.96,9.65,74.61,Debit Card,11.5
4861,5350,72.0,5,5.54,11.92,84.46,Credit Card,15.0
4862,5351,45.0,0,3.72,2.93,51.65,Credit Card,8.5
4863,5352,63.0,0,5.21,10.3,78.51,Credit Card,13.0
4864,5353,77.0,0,6.36,10.5,93.86,Credit Card,16.0
4865,5354,45.0,5,3.31,14.13,57.44,Credit Card,8.5
4866,5355,63.0,0,5.21,11.76,79.97,Debit Card,13.0
4867,5356,28.0,0,2.31,0.38,30.69,Credit Card,5.5
4868,5357,45.0,5,3.31,0,43.31,Credit Card,8.5
4869,5358,43.0,0,3.55,9.35,55.9,Credit Card,8.5
4870,5359,38.0,0,3.14,8.58,49.72,Debit Card,7.5
4871,5361,55.0,0,4.55,7.17,66.72,Debit Card,10.0
4872,5362,65.0,10,4.55,15.26,74.81,Cash,14.0
4873,5363,48.0,0,3.97,9.91,61.88,Debit Card,10.0
4874,5364,58.0,0,4.79,16.49,79.28,Credit Card,11.5
4875,5365,58.0,0,4.79,16.97,79.76,Credit Card,12.0
4876,5367,117.0,0,9.67,16.55,143.22,Credit Card,23.5
4877,5368,65.0,0,5.37,9.75,80.12,Credit Card,12.5
4878,5369,55.0,5,4.13,12.52,66.65,Debit Card,11.0
4879,5371,48.0,10,3.14,4.05,45.19,Debit Card,10.0
4880,5372,58.0,5,4.38,10.91,68.29,Debit Card,12.0
4881,5373,22.0,0,1.82,2.18,26.0,Credit Card,4.0
4882,5375,72.0,0,5.95,8.39,86.34,Debit Card,15.0
4883,5376,38.0,0,3.14,8.81,49.95,Cash,7.0
4884,5377,45.0,0,3.72,9.58,58.3,Credit Card,8.5
4885,5378,72.0,10,5.12,14.49,81.61,Gift Card,15.0
4886,5379,45.0,0,3.72,8.28,57.0,Cash,8.5
4887,5380,63.0,0,5.21,7.1,75.31,Debit Card,13.0
4888,5381,28.0,0,2.31,6.86,37.17,Credit Card,5.5
4889,5382,38.0,0,3.14,3.57,44.71,Debit Card,7.5
4890,5383,48.0,0,3.97,12.72,64.69,Credit Card,10.0
4891,5385,45.0,0,3.72,8.68,57.4,Credit Card,8.5
4892,5386,58.0,0,4.79,8.74,71.53,Credit Card,11.5
4893,5387,93.0,0,7.69,14.55,115.24,Credit Card,18.5
4894,5388,100.0,10,7.44,20.66,118.1,Credit Card,19.5
4895,5389,22.0,0,1.82,4.97,28.79,Credit Card,4.0
4896,5390,48.0,0,3.97,10.53,62.5,Credit Card,10.0
4897,5391,80.0,10,5.79,7.16,82.95,Cash,17.0
4898,5392,55.0,0,4.55,9.62,69.17,Cash,10.0
4899,5393,60.0,10,4.13,6.66,60.79,Credit Card,12.0
4900,5394,55.0,5,4.13,5.51,59.64,Credit Card,10.0
4901,5395,45.0,5,3.31,7.75,51.06,Credit Card,8.5
4902,5397,65.0,0,5.37,8.15,78.52,Cash,14.0
4903,5398,28.0,0,2.31,6.21,36.52,Cash,5.5
4904,5399,57.0,0,4.71,17.5,79.21,Cash,10.5
4905,5400,83.0,0,6.86,11.5,101.36,Debit Card,16.0
4906,5401,45.0,0,3.72,13.77,62.49,Debit Card,8.5
4907,5402,28.0,0,2.31,6.88,37.19,Cash,5.5
4908,5403,38.0,0,3.14,5.45,46.59,Debit Card,7.5
4909,5404,72.0,5,5.54,12.88,85.42,Debit Card,15.0
4910,5405,63.0,5,4.79,11.52,74.31,Cash,13.0
4911,5406,40.0,0,3.31,10.81,54.12,Cash,7.5
4912,5407,38.0,0,3.14,4.23,45.37,Cash,7.5
4913,5408,72.0,0,5.95,8.97,86.92,Debit Card,15.0
4914,5409,58.0,0,4.79,6.53,69.32,Credit Card,12.0
4915,5410,60.0,0,4.96,10.93,75.89,Cash,11.5
4916,5411,38.0,0,3.14,4.23,45.37,Cash,7.5
4917,5412,65.0,10,4.55,9.72,69.27,Credit Card,14.0
4918,5413,58.0,10,3.97,9.03,61.0,Credit Card,12.0
4919,5414,55.0,0,4.55,3.88,63.43,Credit Card,11.0
4920,5415,58.0,0,4.79,12.97,75.76,Credit Card,11.5
4921,5416,75.0,5,5.79,6.32,82.11,Credit Card,15.5
4922,5417,28.0,0,2.31,3.87,34.18,Cash,5.5
4923,5418,45.0,0,3.72,7.15,55.87,Credit Card,8.5
4924,5419,45.0,10,2.89,5.61,43.5,Credit Card,8.5
4925,5420,55.0,5,4.13,0,54.13,Debit Card,11.0
4926,5421,55.0,5,4.13,8.54,62.67,Credit Card,10.0
4927,5422,65.0,0,5.37,14.87,85.24,Credit Card,14.0
4928,5423,55.0,0,4.55,18.91,78.46,Credit Card,10.0
4929,5424,45.0,0,3.72,16.37,65.09,Credit Card,8.5
4930,5425,45.0,0,3.72,2.3,51.02,Credit Card,8.5
4931,5426,55.0,0,4.55,11.01,70.56,Credit Card,11.0
4932,5427,63.0,0,5.21,13.03,81.24,Debit Card,13.0
4933,5428,45.0,0,3.72,0,48.72,Credit Card,8.5
4934,5429,45.0,10,2.89,8.86,46.75,Credit Card,8.5
4935,5430,65.0,10,4.55,6.86,66.41,Credit Card,14.0
4936,5431,60.0,0,4.96,15.17,80.13,Credit Card,11.5
4937,5432,38.0,0,3.14,5.28,46.42,Debit Card,7.0
4938,5433,28.0,0,2.31,0.38,30.69,Debit Card,5.5
4939,5434,58.0,0,4.79,12.89,75.68,Credit Card,12.0
4940,5435,22.0,0,1.82,0.78,24.6,Debit Card,4.0
4941,5436,55.0,0,4.55,9.06,68.61,Credit Card,11.0
4942,5437,48.0,0,3.97,14.23,66.2,Cash,10.0
4943,5438,67.0,0,5.54,21.49,94.03,Debit Card,12.5
4944,5439,38.0,0,3.14,3.92,45.06,Debit Card,7.5
4945,5440,65.0,0,5.37,10.99,81.36,Debit Card,14.0
4946,5441,55.0,0,4.55,5.4,64.95,Credit Card,11.0
4947,5442,58.0,0,4.79,18.94,81.73,Credit Card,12.0
4948,5443,58.0,0,4.79,10.79,73.58,Gift Card,12.0
4949,5444,58.0,0,4.79,16.72,79.51,Cash,12.0
4950,5445,55.0,10,3.72,5.11,53.83,Cash,10.0
4951,5446,22.0,0,1.82,7.0,30.82,Debit Card,4.0
4952,5447,55.0,10,3.72,5.07,53.79,Cash,11.0
4953,5449,48.0,10,3.14,12.93,54.07,Credit Card,10.0
4954,5450,45.0,0,3.72,4.8,53.52,Debit Card,8.5
4955,5451,58.0,0,4.79,7.54,70.33,Credit Card,12.0
4956,5452,45.0,0,3.72,8.19,56.91,Credit Card,8.5
4957,5453,38.0,0,3.14,4.42,45.56,Debit Card,7.5
4958,5454,55.0,0,4.55,8.04,67.59,Credit Card,11.0
4959,5456,110.0,0,9.09,23.56,142.65,Debit Card,22.5
4960,5457,72.0,0,5.95,10.5,88.45,Credit Card,15.0
4961,5458,45.0,0,3.72,6.47,55.19,Cash,8.5
4962,5459,28.0,0,2.31,6.3,36.61,Debit Card,5.5
4963,5460,58.0,0,4.79,11.48,74.27,Credit Card,11.5
4964,5461,48.0,0,3.97,4.48,56.45,Debit Card,9.0
4965,5463,48.0,0,3.97,9.76,61.73,Credit Card,9.0
4966,5464,139.0,0,11.49,28.12,178.61,Cash,28.0
4967,5465,55.0,0,4.55,17.32,76.87,Credit Card,10.0
4968,5467,45.0,5,3.31,9.93,53.24,Credit Card,8.5
4969,5468,38.0,0,3.14,9.35,50.49,Credit Card,7.5
4970,5469,77.0,10,5.54,11.72,84.26,Credit Card,16.0
4971,5470,84.0,0,6.94,21.94,112.88,Credit Card,17.0
4972,5471,43.0,0,3.55,10.04,56.59,Credit Card,8.5
4973,5472,68.0,0,5.62,13.89,87.51,Credit Card,13.5
4974,5473,82.0,0,6.78,13.22,102.0,Credit Card,16.5
4975,5474,55.0,0,4.55,2.4,61.95,Credit Card,11.0
4976,5475,63.0,0,5.21,9.45,77.66,Cash,13.0
4977,5476,65.0,0,5.37,9.93,80.3,Credit Card,14.0
4978,5477,50.0,0,4.13,6.57,60.7,Cash,9.5
4979,5479,55.0,5,4.13,1.68,55.81,Gift Card,11.0
4980,5480,48.0,0,3.97,10.66,62.63,Debit Card,10.0
4981,5481,50.0,0,4.13,17.04,71.17,Credit Card,9.5
4982,5482,48.0,5,3.55,10.43,56.98,Cash,10.0
4983,5483,45.0,5,3.31,11.87,55.18,Debit Card,8.5
4984,5484,40.0,0,3.31,8.95,52.26,Credit Card,7.5
4985,5485,55.0,0,4.55,5.11,64.66,Debit Card,11.0
4986,5486,113.0,5,8.93,17.81,134.74,Debit Card,22.0
4987,5487,105.0,0,8.68,17.9,131.58,Credit Card,20.5
4988,5488,38.0,0,3.14,8.3,49.44,Debit Card,7.5
4989,5489,38.0,0,3.14,3.57,44.71,Credit Card,7.5
4990,5490,82.0,0,6.78,15.36,104.14,Debit Card,16.5
4991,5491,82.0,0,6.78,10.57,99.35,Cash,16.5
4992,5492,60.0,10,4.13,16.16,70.29,Debit Card,11.5
4993,5493,80.0,0,6.61,12.34,98.95,Cash,17.0
4994,5494,55.0,0,4.55,9.58,69.13,Credit Card,11.0
4995,5495,38.0,0,3.14,6.65,47.79,Cash,7.0
4996,5496,55.0,5,4.13,8.49,62.62,Debit Card,11.0
4997,5497,48.0,0,3.97,3.41,55.38,Debit Card,10.0
4998,5499,72.0,0,5.95,13.44,91.39,Cash,15.0
4999,5500,98.0,0,8.1,6.32,112.42,Debit Card,19.5
5000,5501,53.0,0,4.38,14.58,71.96,Cash,10.5
5001,5502,48.0,5,3.55,8.08,54.63,Cash,10.0
5002,5503,87.0,10,6.36,17.18,100.54,Credit Card,18.0
5003,5504,60.0,0,4.96,9.44,74.4,Credit Card,11.5
5004,5505,28.0,0,2.31,8.57,38.88,Credit Card,5.5
5005,5506,83.0,0,6.86,11.08,100.94,Credit Card,16.0
5006,5507,68.0,0,5.62,5.89,79.51,Credit Card,13.5
5007,5508,38.0,0,3.14,4.94,46.08,Credit Card,7.5
5008,5509,48.0,10,3.14,2.57,43.71,Credit Card,10.0
5009,5510,55.0,0,4.55,10.34,69.89,Credit Card,10.0
5010,5511,65.0,0,5.37,11.1,81.47,Cash,12.5
5011,5512,45.0,0,3.72,8.15,56.87,Cash,8.5
5012,5515,45.0,5,3.31,10.86,54.17,Cash,8.5
5013,5517,55.0,0,4.55,10.53,70.08,Cash,11.0
5014,5518,57.0,0,4.71,7.21,68.92,Cash,10.5
5015,5519,103.0,10,7.69,13.94,114.63,Cash,20.5
5016,5520,45.0,0,3.72,5.01,53.73,Debit Card,8.5
5017,5521,84.0,5,6.53,15.98,101.51,Cash,17.0
5018,5522,48.0,10,3.14,9.83,50.97,Debit Card,9.0
5019,5523,50.0,0,4.13,4.5,58.63,Credit Card,9.5
5020,5524,65.0,10,4.55,5.1,64.65,Debit Card,14.0
5021,5525,70.0,0,5.79,11.79,87.58,Debit Card,14.0
5022,5526,34.0,0,2.81,11.86,48.67,Debit Card,6.0
5023,5527,58.0,10,3.97,5.72,57.69,Credit Card,12.0
5024,5528,38.0,0,3.14,4.04,45.18,Credit Card,7.5
5025,5529,65.0,0,5.37,11.33,81.7,Credit Card,14.0
5026,5530,72.0,10,5.12,5.62,72.74,Cash,15.0
5027,5531,55.0,5,4.13,8.38,62.51,Gift Card,10.0
5028,5532,127.0,0,10.5,23.35,160.85,Gift Card,25.0
5029,5533,48.0,0,3.97,7.72,59.69,Cash,10.0
5030,5534,48.0,10,3.14,9.82,50.96,Debit Card,10.0
5031,5535,57.0,0,4.71,13.52,75.23,Cash,10.5
5032,5536,60.0,0,4.96,13.93,78.89,Credit Card,12.0
5033,5537,48.0,0,3.97,11.76,63.73,Cash,10.0
5034,5538,68.0,0,5.62,12.8,86.42,Credit Card,13.5
5035,5539,58.0,0,4.79,12.67,75.46,Credit Card,12.0
5036,5540,38.0,0,3.14,9.79,50.93,Credit Card,7.5
5037,5541,38.0,0,3.14,3.02,44.16,Credit Card,7.5
5038,5542,48.0,5,3.55,6.24,52.79,Credit Card,10.0
5039,5545,55.0,0,4.55,7.2,66.75,Debit Card,11.0
5040,5546,57.0,0,4.71,12.89,74.6,Debit Card,10.5
5041,5547,48.0,0,3.97,2.06,54.03,Debit Card,10.0
5042,5548,65.0,10,4.55,8.43,67.98,Credit Card,12.5
5043,5549,22.0,0,1.82,7.06,30.88,Credit Card,4.0
5044,5550,91.0,0,7.52,13.89,112.41,Credit Card,18.5
5045,5551,76.0,0,6.28,9.06,91.34,Debit Card,15.5
5046,5552,57.0,0,4.71,11.99,73.7,Credit Card,10.5
5047,5554,80.0,0,6.61,12.44,99.05,Credit Card,17.0
5048,5555,48.0,0,3.97,4.83,56.8,Debit Card,10.0
